entity,authority,in_strength
Richard O’Brien,0.000113673,2
BTS,0.000113629,8
Gerry Rafferty,0.00011362,3
Hans Zimmer,0.000113482,31
Culture Beat,0.000113328,3
Münchener Freiheit,0.000113295,3
Wir sind Helden,0.000113284,2
James Blunt,0.000113248,3
Midnight Oil,0.000113048,2
Etta James,0.000112963,12
OMI,0.000112794,2
Beenie Man,0.000112494,11
Kevin MacLeod,0.000112138,26
Michael Hunter,0.000111874,2
Kitsune²,0.000111287,7
稲泉りん,0.000111254,18
Steven Universe,0.000111226,5
Drake Bell,0.000111212,2
Luniz,0.000111108,6
David Banner,0.000111025,9
Sabrina Carpenter,0.000111023,6
765PRO ALLSTARS,0.000110469,11
Lionel Richie,0.000110268,9
The Hives,0.000110253,5
Big Shaq,0.000110206,5
Afrika Bambaataa,0.000110191,8
The Shirelles,0.000110185,5
Tom Petty,0.000109755,3
Dimitri Vegas,0.000109673,5
Justin Scharvona,0.000109645,8
Primal Scream,0.000109491,5
Bomfunk MC’s,0.00010948,2
Blue Stahli,0.000109445,9
横田真人,0.000109106,7
SAKURA*TRICK,0.000108895,2
後ろから這いより隊G,0.000108895,2
Talib Kweli,0.00010867,6
Jay Rock,0.000108616,4
山口裕史,0.000108268,3
The xx,0.000108208,27
Valentino Khan,0.00010813,5
The Darkness,0.000108012,3
Iron Butterfly,0.000107959,7
Viper,0.000107943,3
Rob Zombie,0.000107925,4
Stone Sour,0.00010778,3
Gustavo Santaolalla,0.000107758,3
Woodkid,0.000107622,3
Bag Raiders,0.000107546,8
The Wailers,0.000107496,20
Kristofer Maddigan,0.000107444,2
MC Eiht,0.000107359,3
Frank Sinatra,0.000107313,23
Bryan Adams,0.000107255,7
Nari & Milani,0.000107136,4
Geto Boys,0.000106896,13
Tinashe,0.000106724,10
Shirley Bassey,0.000106518,8
Birdy Nam Nam,0.000106505,3
Mike Shinoda,0.000106501,5
Emily Bindiger,0.000106501,5
3LAU,0.000106455,4
Robin Schulz,0.000106378,4
寺田創一,0.000106327,3
Aloe Blacc,0.000106259,3
AN21 & Max Vangeli,0.000106254,2
The Drifters,0.000106102,3
Nicky Romero,0.000106083,3
Sigma,0.000105998,2
Christina Milian,0.000105944,3
Flosstradamus,0.000105864,3
Bullet for My Valentine,0.000105811,4
Steve Miller Band,0.000105809,19
Dog Blood,0.000105718,4
Addison Rae,0.000105705,7
MC Lyte,0.000105691,10
Chase & Status,0.000105672,5
Black Out,0.000105658,2
Skepta,0.000105594,10
尾形雅史,0.000105555,7
Kelly,0.000105531,4
chelmico,0.000105433,3
Willie Nelson,0.0001054,2
Musical Youth,0.000105391,7
Wax,0.00010536,2
John Lee Hooker,0.000105356,8
Egotronic,0.000105287,2
Culcha Candela,0.000105287,2
KSI,0.000105275,3
Lou Reed,0.000105217,4
Little Richard,0.000105164,8
Cannibal Corpse,0.000105154,2
Jerry Goldsmith,0.000105115,7
Shakin’ Stevens,0.000104981,4
Three Days Grace,0.000104963,10
Meredith Brooks,0.000104939,2
Napalm Death,0.000104805,2
Neil Young,0.00010478,5
Chuckie,0.000104768,3
Shampoo,0.000104759,2
LaBrassBanda,0.000104757,11
Chicane,0.000104748,5
Showtek,0.000104719,5
k‐os,0.0001047,2
Desireless,0.000104658,2
The Emotions,0.000104649,20
Jessica Simpson,0.000104633,2
Robin S,0.000104616,7
People’s Choice,0.000104552,3
Paradise Lost,0.000104551,2
Del the Funky Homosapien,0.000104521,3
Andrew Ridgeley,0.000104503,2
Jennifer Paige,0.000104495,2
Fat Joe,0.000104466,6
Steve Angello,0.000104458,3
W&W,0.000104453,4
Living Colour,0.000104452,2
Criminal Element Orchestra,0.000104436,3
Party in Backyard,0.000104432,3
Metrik,0.000104426,3
The Weather Girls,0.000104408,4
The Heavy,0.000104391,2
Buraka Som Sistema,0.000104388,2
The Outfield,0.000104388,5
Members of Mayday,0.000104386,2
Hildegard Knef,0.000104385,4
ABC,0.000104383,3
Stanton Warriors,0.000104374,5
Pryda,0.00010437,2
Status Quo,0.000104363,3
N.O.R.E.,0.000104357,3
4minute,0.000104343,2
Plump DJs,0.00010434,3
Sandro Silva,0.000104336,3
Plastic Bertrand,0.000104335,3
Peter Alexander,0.000104331,4
Diamanda Galás,0.000104331,4
Glam,0.000104329,2
Die Fantastischen Vier,0.000104326,3
Dennis Ferrer,0.000104326,3
Tony Christie,0.000104324,2
Diana Gordon,0.000104322,2
Faith Evans,0.000104322,2
Friction,0.000104322,2
Aktive,0.000104322,2
Dr. Alban,0.000104322,2
AMG,0.000104322,2
Good Charlotte,0.000104322,2
The Outhere Brothers,0.000104322,2
The Toy Dolls,0.000104322,2
Sidney Samson,0.000104322,2
HIM,0.000104322,2
The Sounds,0.000104318,1
Chris Cornell,0.000104318,1
Yngwie Malmsteen,0.000104318,1
Static‐X,0.000104318,1
Mighty Dub Katz,0.000104318,1
Juli,0.000104318,1
Morris Corti,0.000104318,1
The Shining,0.000104318,1
Dog Eat Dog,0.000104318,1
The Common Linnets,0.000104318,1
Blasterjaxx,0.000104318,1
I-Cue,0.000104318,1
Mike Candys & Jack Holiday,0.000104318,1
Saalschutz,0.000104318,1
White Noise,0.000104318,1
Lunde Bros,0.000104318,1
Mercyful Fate,0.000104318,1
La Bouche,0.000104318,1
Ivana Spagna,0.000104318,1
Oceana,0.000104318,1
Dave Stewart,0.000104318,1
Vera,0.000104318,1
Aura Dione,0.000104318,1
Gregori Klosman,0.000104318,1
Kaleo,0.000104318,1
Wildlife Collective,0.000104318,1
The Trucks,0.000104318,1
Split & Jaxta,0.000104318,1
Dave Spoon,0.000104318,1
New Canyons,0.000104318,1
Guru Josh,0.000104318,1
The Slapstickers,0.000104318,1
Glenn Miller and His Orchestra,0.000104318,1
Deekline,0.000104318,1
"Does It Offend You, Yeah?",0.000104318,1
Alexander Marcus,0.000104318,1
Finna,0.000104318,1
Old School Players,0.000104318,1
Therapy?,0.000104318,1
I Musici,0.000104318,1
SXTN,0.000104318,1
Drumatical Theatre,0.000104318,1
Alexandra Stan,0.000104318,1
Kraddy,0.000104318,1
Christina Stürmer,0.000104318,1
Global Deejays,0.000104318,1
B‐Real,0.000104318,1
Moonspell,0.000104318,1
Laserkraft 3D,0.000104318,1
Asino,0.000104318,1
Lindemann,0.000104318,1
Nadine Beiler,0.000104318,1
Söhne Mannheims,0.000104318,1
The Makemakes,0.000104318,1
Family Guy,0.000104318,1
To Kool Chris,0.000104318,1
Lil’ Kleine,0.000104318,1
Kobito,0.000104318,1
Trackshittaz,0.000104318,1
Britt Nicole,0.000104318,1
Billy Ray Cyrus,0.000104318,1
SKisM,0.000104318,1
Waxolutionists,0.000104318,1
Hicke Und Die Starken Männer,0.000104318,1
Pigeon John,0.000104318,1
The Young Punx,0.000104318,1
Fauna,0.000104318,1
Lamb of God,0.000104318,1
Far Too Loud,0.000104318,1
Samy Deluxe,0.000104318,1
Tribes,0.000104318,1
Tubbe,0.000104318,1
Das Bo,0.000104318,1
Der Tourist,0.000104318,1
TJR,0.000104318,1
Pep & Rash,0.000104318,1
FISHER,0.000104318,1
Daniel Deluxe,0.000104318,1
The Incredible Hump,0.000104318,1
Amon Amarth,0.000104318,1
Warlock,0.000104318,1
Giacca & Flores,0.000104318,1
King Amir,0.000104318,1
Ich + Ich,0.000104318,1
Cevin Fisher,0.000104318,1
Ursula 1000,0.000104318,1
The Red Jumpsuit Apparatus,0.000104318,1
SSIO,0.000104318,1
Ted Nugent,0.000104318,1
Alf Poier,0.000104318,1
Carcass,0.000104318,1
Nathan Trent,0.000104318,1
Dropkick Murphys,0.000104318,1
Kenny Rogers,0.000104318,1
Bonez MC,0.000104318,1
Picco,0.000104318,1
Clarence Carter,0.000104318,1
Jack Rokka,0.000104318,1
Nari,0.000104318,1
Dimitri Vegas & Like Mike,0.000104318,1
Illdisposed,0.000104318,1
Black & White Brothers,0.000104318,1
Emmelie de Forest,0.000104318,1
Firebeatz,0.000104318,1
Alle Farben,0.000104318,1
Julia Kautz,0.000104318,1
Marsimoto,0.000104318,1
The Course,0.000104318,1
Jethro Tull,0.000104318,1
Iced Earth,0.000104318,1
Gentleman,0.000104318,1
Aphrodelics,0.000104318,1
W.A.S.P.,0.000104318,1
Na Palm,0.000104318,1
Das Department,0.000104318,1
Jovanotti,0.000104318,1
Dr. Kucho!,0.000104318,1
Conchita Wurst,0.000104318,1
Cataract,0.000104318,1
Accept,0.000104318,1
The Kooks,0.000104318,1
Major Look,0.000104318,1
Albert West,0.000104318,1
Mucky Pup,0.000104318,1
The Jessica Fletchers,0.000104318,1
Testament,0.000104318,1
Creme de la Creme,0.000104318,1
Zoe,0.000104318,1
Rolf Zuckowski und seine Freunde,0.000104318,1
NERVO,0.000104318,1
DVBBS,0.000104318,1
Emil Bulls,0.000104318,1
Pozsi & Basic,0.000104318,1
Bellini,0.000104318,1
Texta,0.000104318,1
Lordi,0.000104318,1
Snitchbros,0.000104318,1
Lena,0.000104318,1
O.A.R.,0.000104318,1
The Ataris,0.000104318,1
Gamma Ray,0.000104318,1
The Rock Steady Crew,0.000104318,1
Höhner,0.000104318,1
Mike Hawkins,0.000104318,1
Jess Mills,0.000104318,1
Artful Dodger,0.000104318,1
Lee Aaron,0.000104318,1
Clarence Paul & The Members,0.000104318,1
Al Bowlly,0.000104051,3
Passion Pit,0.000104006,10
Des’ree,0.000103753,2
Leonz,0.000103712,2
藤原千花,0.00010301,3
Nikki Gregoroff,0.000102966,4
SEGA,0.000102949,2
西木野真姫,0.000102881,6
Mili,0.000102824,13
ヨルシカ,0.000102803,4
Hybrid,0.000102766,3
livetune,0.000102712,6
Soundgarden,0.000102645,4
Shin Sakiura,0.000102622,2
Mori Calliope,0.000102548,12
Kelly Rowland,0.000102512,4
The Caretaker,0.000102474,3
Everett Bradley,0.000102474,2
MAISONdes,0.000102436,2
Randy Newman,0.000102431,2
テンタクルズ,0.000102406,6
meg rock,0.000102362,2
大原ゆい子,0.000102351,2
Cynthia Harrell,0.00010235,2
福富幸宏,0.000102349,2
橋本直樹,0.000102337,4
ヒャダイン,0.000102337,8
Patric Caird,0.000102327,2
Richard M. Sherman,0.000102312,2
ROCKY CHACK,0.000102312,2
Jeff Williams,0.000102311,2
baq5,0.000102304,2
林ゆうき,0.000102303,2
the pillows,0.000102303,2
トゲナシトゲアリ,0.000102303,2
Passenger of Shit,0.000102303,2
(K)NoW_NAME,0.000102303,2
TK,0.000102303,2
わたてん☆5,0.000102303,2
Jerry Martin,0.000102303,2
Linked Horizon,0.000102303,2
シカ部,0.000102303,2
NIRGILIS,0.000102303,2
Steve Conte,0.000102303,2
Morris,0.000102298,1
Hilary Summers,0.000102298,1
Rude-α,0.000102298,1
WhenTheMusketsAreRad,0.000102298,1
アネモネリア,0.000102298,1
Rolly Unite,0.000102298,1
Johnny Mandel,0.000102298,1
AISHA,0.000102298,1
Brian Griffin,0.000102298,1
Ridiculon,0.000102298,1
mabanua,0.000102298,1
君島正,0.000102298,1
Combichrist,0.000102298,1
サイダーガール,0.000102298,1
Dizcrybe,0.000102298,1
Wolfgang Sawallisch,0.000102298,1
MOB CHOIR,0.000102298,1
Alan Jackson,0.000102298,1
paraoka,0.000102298,1
TWINKle MAGIC,0.000102298,1
Tom Lehrer,0.000102298,1
Galileo Galilei,0.000102298,1
スカート,0.000102298,1
Daoko,0.000102298,1
T.M.Revolution,0.000102298,1
coffin princess,0.000102298,1
中野家の五つ子,0.000102298,1
Eirik Suhrke,0.000102298,1
たむらぱん,0.000102298,1
杉森雅和,0.000102298,1
RIKKI,0.000102298,1
The Chalkeaters,0.000102298,1
Bobby “Boris” Pickett,0.000102298,1
Bomba Estéreo,0.000102298,1
Poppin'Party,0.000102298,1
本田華子,0.000102298,1
Liella!,0.000102298,1
VeggieTales,0.000102298,1
Hugh Jackman,0.000102298,1
Kyu Sawamura,0.000102298,1
A.J. & Big Justice,0.000102298,1
DJ OKAWARI,0.000102298,1
Ali & Gipp,0.000102298,1
伊沢麻未,0.000102298,1
OK K.O.! Let’s Be Heroes,0.000102298,1
朝香果林,0.000102298,1
Lillias White,0.000102298,1
Kyle Justin,0.000102298,1
菅野祐悟,0.000102298,1
みっちりねこマーチングバンド,0.000102298,1
Scattle,0.000102298,1
鈴木雅之,0.000102298,1
中島美嘉,0.000102298,1
YURiKA,0.000102298,1
坂本真綾,0.000102298,1
Jonah Senzel,0.000102298,1
i☆Ris,0.000102298,1
Black Gryph0n,0.000102298,1
Puffballs United,0.000102298,1
本間芽衣子,0.000102298,1
NEGI☆U,0.000102298,1
フランシュシュ,0.000102298,1
The KOG,0.000102298,1
We Are Leo,0.000102298,1
Adam and Andrew,0.000102298,1
鈴木みのり,0.000102298,1
麻生かほ里,0.000102298,1
長瀞さん,0.000102298,1
七海麻美,0.000102298,1
いとうかなこ,0.000102298,1
海野高校ていぼう部,0.000102298,1
YuNi,0.000102298,1
仙狐,0.000102298,1
紗倉ひびき,0.000102298,1
BUMP OF CHICKEN,0.000102298,1
AKINO,0.000102298,1
コックリさん,0.000102298,1
Mike Morasky,0.000102298,1
지평권,0.000102298,1
Superfly,0.000102298,1
Sonic Underground,0.000102298,1
Etno Engjujt,0.000102298,1
Eric D'Alessandro,0.000102298,1
宇山寛人,0.000102298,1
ツインテイルズ,0.000102298,1
FantomenK,0.000102298,1
M‐Beat,0.000102298,1
磯江俊道,0.000102298,1
小林啓樹,0.000102298,1
杉山圭一,0.000102298,1
Chris Rickwood,0.000102298,1
タイナカ彩智,0.000102298,1
Paul Shortino,0.000102298,1
Scandal,0.000102298,1
Paul Russell,0.000102298,1
池上正,0.000102298,1
芳賀敬太,0.000102298,1
Jukio Kallio,0.000102298,1
4*TOWN,0.000102298,1
On-lyne,0.000102298,1
Awkwafina,0.000102298,1
綾野ましろ,0.000102298,1
友達つくり隊,0.000102298,1
岬なこ,0.000102298,1
キャロル,0.000102298,1
HeathisHuman,0.000102298,1
Kirk Franklin,0.000102298,1
Randy Crenshaw,0.000102298,1
Reel Big Fish,0.000102298,1
Lord T & Eloise,0.000102298,1
ALI PROJECT,0.000102298,1
Raven‐Symoné,0.000102298,1
Shaboozey,0.000102298,1
The Chicks,0.000102298,1
LB,0.000102298,1
Journey,0.000100921,7
Filter,0.000100859,3
underscores,0.000100809,14
Mims,9.95578e-05,6
The Lonely Island,9.88078e-05,4
Dillon Francis,9.88027e-05,23
D4L,9.80235e-05,8
Cassidy,9.76565e-05,7
Tame Impala,9.7401e-05,19
Alias Conrad Coldwood,9.66175e-05,3
Jessica Mauboy,9.66175e-05,3
The Neighbourhood,9.63722e-05,6
The Egg,9.60688e-05,4
Pixies,9.55395e-05,14
De La Soul,9.45775e-05,21
Lil Mama,9.43358e-05,5
Katy B,9.39396e-05,7
Erick E,9.38411e-05,2
Cyndi Lauper,9.24108e-05,13
Lynyrd Skynyrd,9.23375e-05,13
Scatman John,9.19946e-05,9
Neneh Cherry,9.19324e-05,5
Dolly Parton,9.17681e-05,6
Oingo Boingo,9.15785e-05,7
Mylène Farmer,9.10751e-05,27
Fine Young Cannibals,9.06724e-05,7
Future,9.06326e-05,29
Jurassic 5,9.02282e-05,13
DEVO,9.01841e-05,10
GLaDOS,8.99525e-05,3
LCD Soundsystem,8.97214e-05,16
Huey,8.96465e-05,6
Serge Gainsbourg,8.93201e-05,42
Bazzi,8.87674e-05,2
Simple Plan,8.84579e-05,5
Space,8.81278e-05,4
Clipse,8.80385e-05,11
Jeezy,8.79103e-05,9
MSTRKRFT,8.76332e-05,3
Deee‐Lite,8.74275e-05,12
The Alan Parsons Project,8.73079e-05,10
Kero Kero Bonito,8.65136e-05,17
Alice in Chains,8.61099e-05,8
Placebo,8.58562e-05,5
L.A. Symphony,8.52007e-05,4
White Zombie,8.51623e-05,8
Virtual Self,8.51002e-05,10
Garbage,8.4862e-05,9
Jul,8.44269e-05,4
Sexy Sushi,8.41941e-05,4
quannnic,8.41425e-05,4
Kate Bush,8.37198e-05,14
8 Graves,8.36937e-05,2
Lou Bega,8.25216e-05,12
DJ Khaled,8.14149e-05,12
Bell Biv DeVoe,8.13441e-05,14
Kavinsky,8.08852e-05,6
a‐ha,8.08168e-05,16
Crazy Frog,8.07314e-05,10
Common,8.05122e-05,18
Counting Crows,7.99926e-05,7
Alice DeeJay,7.9775e-05,10
Frank Ocean,7.95225e-05,12
"Tyler, The Creator",7.80484e-05,28
Hampton the Hampster,7.79565e-05,4
Rich Boy,7.78015e-05,6
増田順一,7.74595e-05,18
Edwin Starr,7.73952e-05,15
Makkon,7.6629e-05,5
Boogie Down Productions,7.57846e-05,48
Wings,7.56867e-05,9
Rob Dougan,7.55452e-05,7
BLACKPINK,7.53127e-05,13
Regina Spektor,7.51145e-05,4
Visage,7.51051e-05,6
Kenny Loggins,7.49195e-05,10
The Muppets,7.48655e-05,5
Tom Petty and the Heartbreakers,7.48516e-05,4
Kygo,7.44928e-05,3
KRS‐One,7.35649e-05,25
Lil’ Kim,7.35365e-05,7
Webbie,7.35054e-05,4
Tinie Tempah,7.31007e-05,5
Tenacious D,7.24619e-05,6
Max Coveri,7.23931e-05,8
Sugar Ray,7.14599e-05,3
The Roots,7.12907e-05,11
The Isley Brothers,7.12443e-05,51
The Winstons,7.05778e-05,54
The Crystal Method,7.04368e-05,9
Tom Tom Club,7.02044e-05,11
Aviators,6.99758e-05,7
COCONABE,6.98463e-05,8
Death Cab for Cutie,6.93688e-05,6
Megan Thee Stallion,6.86372e-05,11
Lena Raine,6.83531e-05,22
Men at Work,6.80052e-05,5
Gregorian,6.77699e-05,2
Baltimora,6.74278e-05,4
Sly & the Family Stone,6.71229e-05,40
Tiny Tim,6.70582e-05,4
Esther Phillips,6.69357e-05,7
Faul & Wad,6.67185e-05,2
Eurobeat Brony,6.65661e-05,9
brakence,6.65154e-05,6
Toni Braxton,6.6375e-05,3
Boston,6.62949e-05,7
London Symphony Orchestra,6.62943e-05,18
ZHU,6.62342e-05,9
Galantis,6.62088e-05,4
Jewelz & Sparks,6.62045e-05,2
Cerrone,6.61634e-05,18
Latto,6.61576e-05,3
George Benson,6.60576e-05,17
Hurts,6.59605e-05,3
Lilly Wood and The Prick,6.58856e-05,2
Nightcrawlers,6.58766e-05,2
Redfoo,6.58738e-05,1
Schiller,6.58738e-05,1
Δέσποινα Βανδή,6.58738e-05,1
Bang La Decks,6.58738e-05,1
Fleur East,6.58738e-05,1
Maria Callas,6.58738e-05,1
David Zowie,6.58738e-05,1
Mario Winans,6.58738e-05,1
Years & Years,6.58738e-05,1
Marco Decimo,6.58738e-05,1
Neon Jungle,6.58738e-05,1
Libera,6.58738e-05,1
Jidenna,6.58738e-05,1
Bun B,6.58285e-05,8
Young Leosia,6.58003e-05,18
Trick Daddy,6.48484e-05,4
tropes,6.46664e-05,4
The Future Sound of London,6.45973e-05,10
Jem,6.44364e-05,3
The Gothic Archies,6.44117e-05,2
Lenka,6.44117e-05,2
Kerli,6.44117e-05,2
Da'Ville,6.44117e-05,2
Brandy,6.43625e-05,20
Chicago,6.43497e-05,15
ZAYN,6.42862e-05,6
El Chombo,6.40109e-05,3
KCPK,6.39059e-05,5
The Specialist,6.39005e-05,3
Enon,6.37804e-05,4
AFI,6.36188e-05,3
YoungBloodZ,6.35533e-05,6
glaive,6.33667e-05,17
PinkPantheress,6.33609e-05,9
Bon Iver,6.33469e-05,12
Blue Öyster Cult,6.33218e-05,5
cupcakKe,6.32473e-05,9
X‐Ecutioners,6.31497e-05,3
juno,6.31167e-05,4
ericdoa,6.31095e-05,4
Payday,6.31069e-05,3
Voodoo Queens,6.31069e-05,3
AViT,6.31069e-05,3
Spacehog,6.30876e-05,2
Say Anything,6.26217e-05,3
Therapie TAXI,6.26217e-05,3
Raffi,6.13787e-05,4
Skee‐Lo,6.11383e-05,13
WholePunch,6.11276e-05,8
DJ Felli Fel,6.10657e-05,5
RuPaul,6.08969e-05,6
Lil Uzi Vert,6.07893e-05,8
H8_Seed,6.05462e-05,6
Laurie Anderson,6.04116e-05,8
Big Sean,6.02164e-05,7
Ol’ Dirty Bastard,6.01638e-05,15
$WAGGOT,6.01395e-05,82
Ratatat,6.00873e-05,8
Neil Cicierega,5.95772e-05,7
Toto,5.95447e-05,19
Yello,5.92572e-05,20
Logic,5.92322e-05,4
Crystal Waters,5.91487e-05,15
Crystal Castles,5.84412e-05,13
Bebe Rexha,5.81044e-05,5
Isaac Hayes,5.80869e-05,100
Lisa Lisa & Cult Jam,5.79935e-05,3
Cali Swag District,5.78453e-05,5
The Tokens,5.7832e-05,7
Eric B. & Rakim,5.78205e-05,65
Sonic Youth,5.77824e-05,13
Stone Temple Pilots,5.76364e-05,3
Silk Sonic,5.76271e-05,2
The Champs,5.756e-05,5
Jet,5.68341e-05,5
Leftfield,5.61835e-05,9
They Might Be Giants,5.61782e-05,55
Average White Band,5.59205e-05,29
Judy Garland,5.53638e-05,10
Alan Walker,5.53508e-05,15
George Gershwin,5.52513e-05,11
Electric Six,5.51597e-05,6
戸高一生,5.50556e-05,17
The Kills,5.47998e-05,5
Lupe Fiasco,5.44437e-05,11
Jonathan Wolff,5.43649e-05,4
Hoobastank,5.42433e-05,5
Lyn Collins,5.40754e-05,142
Mint Royale,5.39954e-05,4
Loituma,5.39933e-05,5
Joy Division,5.37723e-05,12
Lil Scrappy,5.35804e-05,11
Pinkfong,5.35073e-05,3
Les Rita Mitsouko,5.33949e-05,6
The Cool Kids,5.31533e-05,4
Mandrill,5.27274e-05,14
Moguai,5.26199e-05,9
KryptoDigital,5.23968e-05,7
BuGgY_BiTz,5.23847e-05,6
Danny Elfman,5.238e-05,5
Sting,5.20789e-05,16
Deftones,5.19145e-05,11
Flume,5.15903e-05,9
J. Cole,5.15728e-05,13
X Ambassadors,5.13601e-05,2
Silva Hound,5.12523e-05,10
Naked Eyes,5.11795e-05,3
Sage the Gemini,5.11414e-05,8
daniwellP,5.11132e-05,7
Pinkie Guy,5.10817e-05,2
Liam Lynch,5.10817e-05,2
Capcom Sound Team,5.10817e-05,2
"Lipps, Inc.",5.10633e-05,10
Dorrough,5.10406e-05,4
Toni Basil,5.09414e-05,5
Portishead,5.09395e-05,16
Alessia Cara,5.08527e-05,4
Trans‐Siberian Orchestra,5.07608e-05,2
Everything but the Girl,5.07289e-05,13
O‐Zone,5.00184e-05,10
Ray J,4.99256e-05,4
Miles Davis,4.97623e-05,23
Rose Royce,4.96892e-05,19
Daughters,4.9332e-05,6
Flight of the Conchords,4.92416e-05,3
Jibbs,4.92006e-05,3
James Arthur,4.89892e-05,2
UGK,4.87462e-05,15
The Rapture,4.86178e-05,8
Ella Mai,4.86169e-05,2
Cheech & Chong,4.85045e-05,4
Kardinal Offishall,4.85002e-05,3
Dschinghis Khan,4.83229e-05,4
BlocBoy JB,4.81166e-05,4
French Montana,4.80923e-05,3
Semisonic,4.79267e-05,5
Cam’ron,4.78532e-05,9
MARUV,4.78404e-05,3
The Buckwheat Boyz,4.77162e-05,3
Irene Cara,4.75486e-05,5
Animal Collective,4.73922e-05,4
Rise Against,4.73476e-05,3
Madison Avenue,4.73114e-05,3
Alter Ego,4.72062e-05,2
Wyclef Jean,4.72047e-05,3
Madness,4.70991e-05,4
Oliver Tree,4.70892e-05,9
Wretch 32,4.69225e-05,2
Pixie Lott,4.69206e-05,1
Mann,4.69206e-05,1
Natalie La Rose,4.69206e-05,1
Danity Kane,4.69206e-05,1
